30IQTZXKAL4NIOMCQZ3DN0X1GNQ0X4 W175 skip
3LO69W1SU4BPTYG8QIPSXYPUGV4GL0 W402 |There are two kills and the broadcaster discusses the music playlist with someone in chat.|
33UKMF931AIHHGAJJRQQI8E01FMTT4 W103 |Blue Dragon kills multiple enemies|
3LQ8PUHQFMQ13T3DPLAXQI93FB5IHA W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
39KFRKBFIOTXLA45XGRQWF0SHGTYOW W354 |Silencer killed Weaver and Kunkka and got a rampage.|
3SEPORI8WOX8OWK9JJOR9RPPYU9AZI W163 |Kunkka manages to kill off Silencer but then dies afterwords to silencers debuff which is still on him.|
39GHHAVOMGP3MSZOSWBE8UFZNMJJ4E W201 |Kunnka kill the silencer but then silencer kills him and gets rampage.|
3AZHRG4CU5IB2QFY6AWPGK8XADK036 W92 |In a remote forest biome of the Dota 2 map a player is traversing and finds himself close to a few enemies and bots. Somebody has gotten a triple kill as shown in the UI.|
3TK8OJTYM2JY2GL175HLEG1O8MJPVQ W398 |Kunkka teleports back to base to regenerate health and mana. |
36NEMU28XGB5W2OT5ZUPJEQ7ATQMWN W385 skip
3TUI152ZZCL3GG6I04CL7XKIOHF1QR W295 |The character recalled from the map back to the shop.|
3MB8LZR5BGRUVKCRG9A7VQHNOLZLK5 W276 skip
3SITXWYCNW7O2BPMOF027HTK80AXBT W281 |I found the spells interesting and the gameplay in general looks cool.|
33ISQZVXPQKJ9I6XBJ0A4OESP6XCCU W29 |Darou kills an enemy player, recalls, and then taunts them i chat.|
33C7UALJVMWXAC6MEAVLL6ZIVJ818C W103 |Shark comes through and kills multiple enemies |
32SCWG5HII2DNQ606X9D2OLPSBEP6M W59 skip
39L1G8WVWRPB9F0G2T0PUPR7F4N135 W163 |Kunkka lands a full combo on Zeus killing him.|
36U2A8VAG2XEVJJQZOZXPYJJXCHKYY W201 |Kunnka kills zeus bith boat-torrent combo+ hitting the creep.|
3WS1NTTKEZA6I2VRQ5XRHTXUD5S0FM W153 |Big battle with the glowing blue turquoise dude.|
3H7Z272LX85V6B97T1FFR73MIAULPP W137 |The radiant kunkka caught a zeus farming top, used x marks the spot, torrent, rip tide, his ult - ghostship, and the return to get a quick kill on the zeus. He then used a teleportation scroll in the treeline to go back to the radiant fountain.|
3E13VNJ1NOTQZIIZNW7CYVTWYQXI17 W239 |The Radiant get a kill in midlane and then one of them is killed by a Neutral Creep|
3VNL7UK1XGH7YBSIO7L114ZZ9TQTFH W277 skip
3E47SOBEYRUAMLSX3TWWFRCN10SICQ W255 |Guy keeps saying I cover mini map? over and over it was funny.|
3NPI0JQDAP3JPOHC2AH6DYD3B04PT9 W319 skip
3VD82FOHKRMKI7301O91ZO89DA7COX W102 skip
3RKNTXVS3NWSLZWKYQY1FVCGWGOA4L W398 skip
3YMTUJH0DTEX0VVT4QPIA028K5B4T2 W407 skip
3TVRFO09GLD0FKBYFSPWLKPPJNVLXW W327 |The player repeats, "Uncover minimap".|
3VA45EW49OL0V4T2LRKHISPI9GXO16 W385 skip
3PH3VY7DJMV5V9NCKOKJRGMGQ0VZWB W295 |Minimap has been said several times by the same person.|
3XIQGXAUMD610ZMWBYOM2F7OPDMX7G W29 |Someone is asking for someone else to cover the mini-map in team speak and the person replies with close-to-mic no.|
3JAOYWH7VJ2AEOT0CCJI5H37DVB9LV W285 skip
3OVR4I9USQHK8F31NMVN5VRL195Q4Q W103 skip
3U8YCDAGXQE39RL04L8LTS18K3X0Q4 W172 |Speaker keeps asking it to uncover the minimap, which does not occur.|
3XCC1ODXDM9R9L5ZYYR0DO2VTUERQD W300 skip
3V0Z7YWSIZY2A9KV5769I3TVYULV24 W93 skip
3MAOD8E57R8Q3KEJR55BYCTEOIRNXW W398 |Clockwerk lands a hook and grapples in to finish the kill. |
3ATPCQ38J988J6A4NXM8VKGNRK4YAH W385 |extraordinary fighting scenes and amazing graphics videos|
3B2X28YI3XDBJW5QNSRC74G0ASXB6Q W295 |The character literally gets destroyed while diving an enemy tower.|
31JLPPHS2VSW577H8VY06L4F8733OK W29 |An enemy kills the streamer for a double kill. Darou is dead.|
3HHRAGRYX93IK9WXP4ZAXY7186K9OS W271 |Ursa kills wind ranger,clockwerk blocked gondar's and kunka's escape way and kills gondar then ursa took other kill.Ursa spawnkills weaver|
3LQ8PUHQFMQ13T3DPLAXQI93FBUIHZ W68 skip
3VNL7UK1XGH7YBSIO7L114ZZADCTF8 W35 skip
3FE2ERCCZY63CWC46TV7JO7GDBOOPQ W293 |Dire team pushes bottom high ground, Kunkka attempts to defend only for Dire's Clockwork to land a Hookshot on him, Kunkka dies and is forced to buyback to defend, Weaver respawns and ends up dying trying to defend, Dire closes out the game right after.|
3EQHHY4HQTQBR9DNYV9LG9TXVP0G5D W354 |Ursa kills Windranger, Clockwerk kills Bounty Hunter. Ursa kills Kunkka but Kunkka buys back. Radiant fortifies structures then Ursa kills Weaver. |
3DHE4R9OCX9JSCU0GC7NI2QLBG62GX W201 |Dire team wipes radiant and kunnka buys back.|
3SEPORI8WOX8OWK9JJOR9RPPYW6AZJ W313 |In lower lane at:&#13;0:00:10 there is a fierce battle where Windranger died by Ursa's Claws. Dire Clockwerk used 0:00:13 his hookshot and trapped Kunkka and killed Bounty Hunter.&#13;0:00:16 Kunka died from Ursa's Claws. Almost Double kill.&#13;Kunkka bought himself again.&#13;Lower lane is being devastated.&#13;Ursa did a triple kill at 0:0036. Dire victory is imminent.|
3YWRV122CTXDJ9XKGY55W84F6QHU80 W137 |There was a team fight where ursa killed windrunner, clockwerk killed bounty hunter, and ursa killed kunkka. Then kunkka bought back, and radiant fortified their structures.|
3BWI6RSP7H7SUZVFGTYUEQMH9IL7ED W153 |Bunch of fighting and shooting with the big orange and flying green things|
3B837J3LDPU3M1KCQ2G58OHWBMPSR1 W239 |There's a big team fight. The dire win the fight and the Radiant fortify their structures before the Dire can destroy anything. One of the Radiant tries to stop the Dire, but is ganked by the whole enemy team and killed|
32ZKVD547GLCMDI84QTE014G0WLB30 W402 |The broadcaster is selecting a match to compete in and deciding which team to play on.|
3X4JMASXCN7G5LJBL3BVY369XM7B0F W365 skip
3DPNQGW4LMDRYXKH8DHPZQAU0XT46K W240 skip
3WAKVUDHUXE9JVS16TDZI88KUL5U70 W398 skip
3R3YRB5GRG1R2XQZDWPJSZAAVWSUAE W385 skip
3IJXV6UZ1YHESNHGLQMR4MB9150IR9 W295 |The lobby appears to be showing the game results.|
3OHYZ19UGD3WPS62HADATTILDAJOAA W122 |Universally attatchable|
3MMN5BL1W02854M5VFJNEHFAD7HM3H W29 |The streamer makes a joke and says ZULUL|
3JW0YLFXRUE11EI7910CSCSY984WWF W116 |Streamer made a comment that he was going to pick meepo because they lost the last game, at that his teammates brought this on themselves. |
317HQ483I8QTDPPOSJ5AV26Z1LHINI W411 skip
3VFJCI1K40X0WWBLV2MOJAYTN77RGK W372 skip
3ZAZR5XV02GWHBH73XKIFMFDYWFZCS W354 |The streamer goes into practice mode with meepo.|
3TK8OJTYM2JY2GL175HLEG1O95MVP2 W201 |Streamer says he will play meepo next game.|
3R2PKQ87NX6NV74OGIQAINHZWYLIM2 W386 |The caster is watching strange little figures moving and cursing - I think - opponents for having angered him. |
37WLF8U1WQOCCZ9KT54567ZQY4S6KS W148 skip
3570Y55XZQH9TXN79XEIR6RQPBHGY3 W40 |i boy kills adamsson&#13;darou kills Exotic_deer&#13;&#13;|
39N5ACM9HFL0598Y44CPMYCRHTL9PD W153 |Big battle with the blue dragon|
3M1CVSFP613ZA4JIWN5EIYDLSASQA9 W27 skip
3F6KKYWMNCZC5E92054Z45QM82PDNY W4 |the commentary is funny, the whale monster is really cool and the floating donkey was cute.|
32RIADZIST2WLVIEFQKS0V6MIPB4SX W385 |Blue whale are extraordinary in this video |
34YB12FSQZM9ZGYTQUQ7XB4JG53MGR W295 |A champion kills another one with a SHARK ATTACK!|
3JCG6DTRV4ORXKQZLJ208YSQXULQQS W273 |The shark attacks, fighting and the witchcraft/sorcery I found interesting|
3E1QT0TDFQ78AI2KMHGRD5G4CKXI8X W29 |Darou kills Exotic_Deer|
3NG53N1RLWH0R4POZC6BM2HGY4DP8D W178 |There was a few cool powers used including summoning a shark. |
3HSYG7LRBKWJBEU9V9Y6GQ48ZWXKKQ W113 skip
3OS46CRSLGXQSA3WS9IC8GA7EZNV6L W90 |The video isnt working minimum sounds and video pops in and out|
3VBEN272MLXCXBBYARMT9K3P990GS7 W258 skip
3WRFBPLXRBMENM757GYNRW4AI5S3NF W163 |Rikimaru gets destroyed but the Kunkka combo, trying to blink strike onto Kunkka before getting sent back into a torrent and ultimate.|
3TK8OJTYM2JY2GL175HLEG1O94LVPZ W388 |A lot of different characters and they all do different stuff. The giant shark was cool.|
3TMFV4NEP9CQBDMPBYK6EWPCR3R8W6 W354 |Kunkka kills Phantom Assassin with his skill combo. Kunkka then places a ward bottom. |
